-36.259,1.232,0.947,1.143,0.701,-36.259,0.428,0.826,0.501,2.170,2.014,0.554,0.460,-2.373,-0.902,2.575,3.722,2.580,2.419,1.825,1.732,-0.051,-0.111,1.516,1.435,1.014,2.015,4.532,4.726,2.714,1.851,2.969,2.433,1.225,1.155,1.463,3.041,2.236,1.662,3.007,3.262,2.689,4.637,4.247,2.894,3.307,3.682,1.788,3.079,2.749,2.357,3.690,3.366,3.791,3.718,3.003,2.718,3.169,3.486,3.011,3.869,3.984,3.933,2.879,4.061,3.615,3.586,3.618,2.835,3.452,4.087,3.938,4.338,3.969,4.135,4.195,4.976,4.493,4.102,4.643
-36.259,1.112,2.086,1.492,-1.595,-36.259,1.251,0.679,0.919,0.750,1.427,-0.245,-1.040,-2.969,-0.005,1.876,2.719,1.024,1.468,1.902,2.400,0.246,2.168,2.081,2.616,1.088,2.611,4.429,4.446,2.397,3.383,2.518,2.690,1.676,2.549,1.490,2.379,2.180,0.835,2.255,1.844,2.477,3.563,2.686,2.756,3.409,2.600,2.412,2.797,2.673,2.095,2.743,3.177,4.070,3.786,2.948,3.943,3.432,3.251,3.498,4.051,4.784,4.225,3.639,3.899,3.837,4.424,3.717,2.970,3.592,3.190,3.608,3.378,3.606,3.352,3.855,4.876,4.661,4.601,4.602
-36.259,2.777,2.840,1.040,1.953,-36.259,1.903,0.881,-2.222,2.229,1.506,0.834,-0.173,-0.147,1.048,2.147,2.426,2.771,2.440,1.802,0.582,1.426,1.244,2.488,2.034,1.731,2.267,4.426,4.612,3.279,-0.786,1.680,2.348,1.437,1.989,4.064,4.499,4.093,2.635,2.925,2.359,2.720,3.346,3.226,3.342,2.476,3.153,3.313,3.849,2.446,2.529,2.189,3.466,3.326,2.443,2.309,2.873,3.437,3.811,3.907,4.900,4.757,4.242,4.245,3.887,2.988,3.355,3.306,2.690,3.985,3.655,4.266,4.263,4.391,4.123,4.089,4.829,4.110,4.671,4.770
-36.259,0.372,-0.443,0.818,-0.321,-36.259,-1.390,-0.141,1.801,1.030,1.892,0.563,0.047,0.245,-0.474,2.124,1.844,2.561,1.684,1.565,1.194,0.124,1.998,2.033,0.873,0.834,1.787,4.170,4.318,2.465,1.195,1.776,2.639,-0.063,1.781,3.897,3.732,3.467,1.910,3.465,3.211,2.337,3.895,3.321,2.412,3.384,3.317,2.847,3.861,2.721,1.648,2.358,4.196,4.165,3.050,2.900,3.955,4.186,4.140,4.295,4.484,4.644,4.066,3.853,3.243,3.388,3.678,3.379,2.513,3.005,3.559,4.108,4.374,4.215,3.852,3.640,4.819,4.433,4.038,4.315
-36.259,2.210,1.795,-3.652,1.889,-36.259,0.642,-0.489,1.165,0.440,1.233,-0.430,-0.635,1.173,1.654,2.587,2.638,1.943,2.481,1.318,1.892,1.397,2.911,2.502,1.706,0.128,2.980,4.542,4.472,2.354,2.912,1.417,1.735,0.792,0.423,2.630,3.552,2.899,2.830,2.605,2.612,3.931,5.020,4.479,3.389,2.944,2.244,2.477,3.854,2.940,2.135,2.525,4.052,4.271,2.825,2.685,3.677,3.514,3.344,3.845,3.707,4.252,3.779,4.174,4.287,3.305,3.545,3.520,3.037,4.182,3.791,4.196,4.302,4.235,3.904,4.097,5.253,4.797,5.071,5.076
-36.259,-0.538,2.166,1.075,0.609,-36.259,2.139,0.718,1.159,1.652,3.594,2.412,0.386,-0.301,2.255,1.084,2.400,3.145,1.776,2.988,2.856,1.893,1.593,2.517,0.887,2.397,1.478,4.153,4.171,2.311,3.052,1.874,2.571,2.055,1.989,2.785,3.067,2.587,1.520,2.086,2.182,2.969,2.954,3.222,3.053,3.247,2.744,2.204,3.069,2.747,2.551,2.723,4.143,4.193,3.250,3.752,3.618,2.896,3.427,4.146,5.112,4.644,3.952,3.826,4.223,3.110,4.036,3.693,2.883,3.548,3.712,3.619,3.828,4.044,4.066,3.917,4.940,4.444,4.306,4.491
-36.259,3.130,2.200,1.749,0.602,-36.259,0.489,-0.280,0.604,1.222,2.936,1.561,1.545,-1.674,1.199,2.801,2.539,2.994,2.480,1.482,1.920,0.211,2.441,2.412,2.328,1.813,2.663,4.399,4.490,3.121,1.843,2.889,2.216,1.799,0.883,2.434,2.738,1.911,0.578,2.802,1.944,0.749,3.749,3.096,1.755,1.997,2.086,1.843,2.740,1.889,1.661,2.422,3.949,4.266,2.814,2.826,3.157,3.266,3.015,3.679,4.311,4.394,4.055,4.147,3.893,3.450,4.383,4.067,2.553,2.911,3.627,5.311,5.428,4.338,4.217,4.006,5.700,5.040,4.464,4.245
-36.259,0.492,1.730,-0.489,1.200,-36.259,1.007,-0.454,1.546,2.980,1.106,0.265,1.558,1.602,-1.522,2.457,1.793,2.300,1.916,1.530,1.035,0.169,2.339,1.812,0.987,0.672,2.260,4.313,4.523,2.770,2.437,2.800,2.980,1.247,1.746,2.625,3.322,2.765,1.752,3.397,2.984,2.718,4.582,3.758,3.241,3.264,3.168,3.068,4.007,3.038,2.613,1.746,3.410,3.576,2.648,2.611,3.861,3.642,3.329,4.255,4.167,4.708,4.581,3.792,3.816,3.169,3.972,3.223,3.072,4.257,4.886,5.011,5.031,4.856,3.766,4.215,5.669,4.595,4.601,4.921
-36.259,0.228,2.593,0.286,2.947,-36.259,0.230,1.735,0.645,2.360,0.860,1.167,2.091,1.256,-1.457,1.387,1.346,2.050,1.451,1.719,2.265,1.430,2.424,1.854,1.277,2.517,2.775,4.717,4.574,2.256,2.168,2.174,2.801,1.944,1.918,0.947,2.148,2.207,2.216,2.240,2.698,2.673,4.059,3.361,3.066,2.677,2.008,2.188,4.251,3.485,2.798,3.254,4.531,4.742,3.493,3.161,4.074,4.364,4.335,4.724,3.771,4.137,4.468,4.039,3.591,3.463,4.241,4.190,3.661,4.542,3.809,4.324,4.255,4.097,4.414,4.147,4.466,4.597,5.476,4.636
-36.259,1.101,1.733,-0.018,1.640,-36.259,1.750,1.998,1.299,-0.719,1.022,-1.548,-1.040,1.211,1.009,2.112,1.391,1.182,2.085,1.806,1.353,-0.235,1.736,0.840,1.508,2.452,1.921,4.350,4.356,2.167,1.290,2.306,2.368,2.568,1.216,1.836,2.617,1.410,1.025,2.369,2.228,2.944,2.830,2.386,2.831,2.495,2.832,2.524,4.025,3.211,2.933,2.753,3.032,3.181,2.272,2.538,3.844,3.195,3.574,4.021,4.974,4.842,4.087,3.400,3.699,3.661,3.110,3.015,3.063,4.002,4.047,4.354,4.349,3.733,3.797,3.658,4.799,4.369,4.571,4.057
-36.259,2.715,0.207,1.901,2.821,-36.259,0.419,0.714,1.699,-0.270,0.283,1.075,0.676,1.212,1.020,1.475,1.867,1.003,1.131,1.447,2.817,-1.329,0.748,1.812,1.454,1.709,2.995,4.636,4.761,3.065,3.100,2.356,2.147,2.051,2.564,2.453,3.105,3.045,1.209,1.562,1.752,2.940,4.005,3.310,3.039,1.947,3.289,2.531,2.629,3.158,2.792,2.209,3.396,3.819,2.701,2.276,3.312,3.338,3.417,3.246,3.630,4.231,3.972,3.733,3.833,3.113,3.958,3.506,3.261,3.281,3.812,4.326,4.311,4.435,4.099,4.022,5.022,4.677,4.396,5.009
-36.259,3.424,3.232,1.640,2.232,-36.259,1.966,1.304,1.540,0.855,1.579,0.247,0.810,1.207,0.753,2.056,1.610,2.232,2.317,1.101,1.595,1.114,1.172,2.037,1.400,1.523,3.102,4.532,4.160,1.989,2.308,2.377,2.946,1.906,0.581,1.132,2.883,2.515,2.359,3.523,2.834,1.553,3.550,2.778,2.796,3.183,2.714,2.935,2.947,2.590,3.252,3.317,4.682,5.038,3.783,3.709,3.590,2.868,2.911,3.226,2.737,3.678,3.087,3.630,3.964,3.747,4.694,3.978,2.912,2.908,3.198,3.813,3.929,4.140,4.071,3.983,4.239,4.109,4.319,4.833
-36.259,1.223,1.383,1.766,-2.704,-36.259,1.178,0.885,2.160,1.057,2.070,-0.206,1.798,0.917,0.610,1.181,2.075,0.999,0.337,0.906,2.047,0.543,1.885,2.468,1.742,2.355,2.698,4.424,4.513,2.860,2.435,2.258,2.330,2.135,1.298,1.814,2.495,2.273,1.439,2.654,3.082,3.261,4.688,4.070,3.050,3.472,2.410,3.233,4.179,2.877,2.424,2.648,3.660,3.865,2.827,2.558,2.875,2.750,2.576,3.555,3.385,3.804,3.755,4.087,4.242,3.298,3.799,3.391,3.030,3.733,3.747,4.246,4.790,4.137,4.075,4.328,5.334,5.316,5.898,4.639
-36.259,0.126,1.958,0.021,1.089,-36.259,0.923,2.181,-0.379,0.439,0.577,0.179,0.062,0.518,-0.197,0.768,1.652,1.419,1.765,1.745,1.225,0.631,1.104,1.258,2.204,1.043,2.274,3.983,4.161,2.337,2.108,2.290,2.461,2.372,1.794,2.347,2.405,2.143,1.732,3.183,2.610,3.565,3.560,3.178,3.636,2.960,2.040,2.488,3.597,3.100,3.157,3.465,4.118,3.946,3.597,3.094,4.566,4.716,3.442,3.566,3.651,3.814,4.082,4.794,3.611,3.644,3.993,3.880,3.094,4.371,4.050,4.453,4.644,4.423,4.413,4.119,4.051,4.254,5.356,4.766
-36.259,2.747,3.466,0.238,1.233,-36.259,1.487,1.065,0.027,-0.816,0.880,0.152,1.216,0.607,-0.577,2.056,1.592,2.323,1.724,1.730,1.238,0.591,1.610,0.854,2.580,0.451,3.243,5.036,5.111,3.333,2.714,2.160,1.962,1.485,0.483,2.956,2.944,2.918,2.412,2.333,2.400,2.991,4.414,4.038,3.233,3.149,2.331,2.583,3.051,2.380,2.262,3.020,3.846,3.886,3.246,3.360,2.712,2.118,3.478,3.985,4.738,4.510,3.784,3.241,2.826,3.353,4.029,3.529,2.302,3.280,3.900,4.468,4.691,4.326,3.814,3.635,4.801,4.371,4.096,5.242
-36.259,2.281,2.056,1.756,1.594,-36.259,1.984,1.297,2.114,2.161,2.009,0.697,1.584,0.523,0.349,1.743,2.382,2.521,1.179,1.040,2.313,1.512,2.810,2.841,1.874,2.023,3.057,4.318,4.412,3.254,1.326,2.547,2.605,2.315,3.014,2.636,2.766,2.975,2.869,3.532,2.430,2.813,3.736,3.582,2.877,3.755,3.508,2.662,3.658,3.460,2.659,2.461,3.668,3.454,2.303,2.250,3.827,3.427,3.740,3.342,3.549,3.927,4.401,3.651,3.810,3.503,3.950,4.359,3.269,3.055,3.254,4.388,4.684,3.970,3.444,4.404,5.056,3.890,4.748,5.041
-36.259,1.407,0.919,1.656,-0.817,-36.259,-0.352,0.494,2.535,2.120,2.439,1.391,1.226,0.066,0.766,1.241,2.779,2.108,1.089,0.711,0.504,1.791,2.969,2.954,2.411,2.441,3.397,5.050,4.980,3.332,2.517,1.589,1.763,2.505,0.708,2.366,2.929,2.555,1.654,2.177,1.438,2.782,4.383,4.059,3.887,2.915,3.664,2.366,2.804,2.326,1.881,1.061,2.794,3.322,3.306,3.381,3.332,3.387,3.721,3.764,3.959,4.603,4.305,3.482,3.519,3.774,4.278,3.866,2.298,3.133,4.357,4.962,4.986,4.240,3.713,4.182,5.404,4.311,4.972,4.731
-36.259,0.946,-0.107,1.222,2.190,-36.259,2.511,-0.162,-0.411,-0.839,2.669,1.463,1.887,0.218,0.577,2.931,3.156,2.946,1.675,1.802,1.353,-1.529,0.507,2.396,1.406,0.487,2.158,4.071,4.196,2.654,0.331,2.659,2.068,1.527,0.857,1.182,2.795,1.302,1.264,2.972,2.896,3.192,3.689,3.088,3.024,2.744,1.994,2.427,2.980,1.504,2.198,2.615,3.537,3.515,2.669,2.275,3.466,3.400,2.709,3.490,3.689,3.473,3.322,3.000,2.887,3.002,3.602,2.876,2.158,3.372,4.397,4.531,4.571,4.543,3.861,3.806,4.720,4.356,4.233,4.836
-36.259,2.738,2.456,1.548,2.074,-36.259,-0.789,0.679,0.029,-1.084,2.200,1.611,2.162,0.752,0.929,2.089,2.684,1.836,-0.206,2.346,2.588,-1.663,1.773,1.421,0.688,3.131,1.845,4.166,4.286,2.149,2.842,1.863,2.751,2.314,2.386,1.489,2.975,2.306,1.984,2.970,3.185,3.316,4.514,3.626,2.913,2.767,2.513,2.309,2.994,2.770,2.564,2.603,3.684,3.780,3.180,3.109,3.899,4.011,3.486,3.670,3.696,4.208,3.693,3.853,3.587,3.347,4.039,4.151,4.070,4.194,4.179,4.160,4.281,4.671,4.704,4.440,4.811,4.572,4.836,4.190
-36.259,0.462,1.463,0.480,1.215,-36.259,2.365,-1.440,1.933,0.357,2.218,2.076,1.448,1.458,2.135,1.964,2.777,2.093,2.497,1.345,1.547,1.586,1.112,1.788,1.229,1.736,3.089,4.986,4.871,2.503,1.868,1.753,1.579,2.630,1.331,2.786,2.939,2.938,1.677,3.648,3.347,3.090,3.461,3.016,3.355,3.407,3.722,2.621,3.056,2.742,2.485,2.625,4.686,4.916,3.432,3.265,3.187,3.200,2.849,3.288,3.538,3.454,3.258,3.132,3.643,3.521,4.871,4.647,3.134,3.090,3.223,4.617,4.987,4.238,3.502,4.379,5.083,4.417,4.528,4.814
-36.259,2.508,1.603,0.998,-2.008,-36.259,1.082,-0.046,2.767,1.868,2.717,1.672,1.153,1.020,0.994,3.355,2.178,3.173,2.010,1.906,0.742,0.013,1.903,2.011,1.427,2.156,2.287,4.491,4.338,1.666,2.039,2.065,2.092,-0.220,1.228,2.645,2.764,3.256,2.025,1.728,2.681,3.025,4.142,3.397,2.754,2.534,3.088,2.581,2.672,2.415,2.247,3.036,4.240,4.337,3.559,2.936,3.195,3.444,3.738,3.616,4.018,4.053,4.267,3.287,3.706,4.422,4.424,4.332,2.860,3.351,4.170,4.493,4.542,4.482,3.537,4.570,5.472,5.185,5.605,4.805
-36.259,2.246,1.397,-0.392,2.298,-36.259,0.066,0.487,2.191,2.082,1.993,2.534,1.368,0.821,0.469,1.156,2.630,2.116,2.442,1.752,1.789,1.589,3.208,3.284,1.714,1.561,2.735,4.723,4.817,2.981,2.827,2.098,3.260,2.595,1.501,2.276,2.161,2.031,1.511,2.140,2.743,3.420,4.673,4.026,3.741,3.404,3.483,2.738,2.733,2.237,2.218,2.636,3.902,4.246,3.843,3.509,3.685,3.126,2.529,3.547,4.013,3.915,4.544,3.450,3.996,3.469,3.896,4.018,3.463,3.271,3.888,4.427,4.297,3.576,4.328,4.326,4.904,4.857,5.026,4.720
-36.259,1.576,1.992,0.361,0.294,-36.259,1.942,-0.012,1.287,2.376,2.045,0.691,2.491,0.622,1.625,2.870,1.614,2.162,2.153,1.441,2.035,0.315,1.079,2.094,2.335,2.064,3.080,4.424,3.995,0.315,2.664,1.794,2.768,1.799,1.236,3.363,3.856,3.330,2.648,2.974,2.479,3.116,4.090,3.676,3.577,3.183,3.464,3.230,3.270,2.630,2.783,2.916,4.161,4.116,4.023,3.412,4.242,3.897,3.376,3.728,4.620,4.675,4.011,2.948,3.617,3.675,3.721,3.743,3.240,3.320,3.638,5.301,5.494,4.294,4.070,4.091,4.795,4.895,5.432,5.521
-36.259,3.634,2.658,2.859,1.076,-36.259,0.250,1.630,2.825,2.692,2.029,0.967,-2.271,0.007,1.923,1.417,1.630,2.631,2.638,2.864,2.125,1.080,1.833,1.813,1.895,2.778,3.432,4.127,4.093,3.022,2.168,1.250,3.332,1.948,1.445,2.216,1.834,2.164,1.392,3.302,2.644,2.582,4.408,3.871,2.877,3.103,2.499,2.103,1.672,1.806,2.258,2.146,4.439,5.023,3.649,3.524,3.271,3.287,3.445,4.170,4.368,4.647,4.358,3.872,3.248,4.509,4.461,3.665,3.176,2.597,3.558,4.530,4.663,3.830,3.480,4.236,4.315,4.661,4.562,6.057
-36.259,2.653,1.688,1.039,1.779,-36.259,1.075,1.147,1.329,0.878,2.675,0.329,0.394,1.033,-2.755,1.996,2.397,1.010,1.006,-0.802,0.054,-0.213,2.473,2.098,2.600,1.377,2.406,3.942,4.077,2.349,1.685,2.097,3.069,1.978,1.359,3.049,3.321,3.131,1.906,2.939,2.308,2.791,3.806,3.354,3.853,3.285,3.084,2.866,2.850,2.518,2.299,2.811,4.538,4.846,3.781,2.518,2.570,2.257,2.892,3.261,3.386,3.540,3.111,3.054,3.353,3.779,4.460,4.007,2.467,2.646,3.301,4.550,4.575,3.653,3.693,3.886,4.911,4.156,4.220,4.892
-36.259,2.045,-1.372,1.000,-0.903,-36.259,0.039,-1.018,0.234,0.644,0.425,-1.245,0.782,0.544,1.875,1.852,3.341,2.200,1.483,1.611,0.095,-1.771,1.101,2.212,0.866,0.727,2.008,4.391,4.373,1.909,2.147,1.691,2.291,0.710,1.118,2.634,3.123,2.721,1.738,2.673,2.545,2.850,3.361,3.447,3.466,2.979,3.315,2.636,2.311,2.620,3.497,3.119,3.747,3.849,3.131,3.076,2.641,3.194,3.676,4.101,5.578,5.272,4.750,3.234,3.150,3.783,3.727,3.289,3.063,2.726,3.878,4.498,4.697,4.480,3.761,2.927,4.442,3.664,4.142,4.592
-36.259,0.250,0.374,0.028,0.448,-36.259,0.067,-0.540,1.787,1.395,2.250,1.826,0.496,0.898,0.792,1.713,2.128,1.174,-2.327,1.812,1.332,-1.065,0.683,0.306,1.618,1.854,2.650,4.342,4.470,2.793,2.384,2.696,2.110,1.437,1.602,2.411,2.330,2.510,0.357,3.848,3.066,3.720,4.813,4.160,3.792,2.998,2.521,2.130,3.138,2.920,3.056,2.973,3.438,3.237,3.223,3.240,2.686,2.373,3.126,3.541,3.558,3.854,3.366,3.675,3.430,3.573,4.271,3.864,3.578,2.553,3.960,4.900,4.934,4.040,4.136,4.014,5.056,4.634,5.205,5.144
-36.259,0.644,0.571,0.483,2.218,-36.259,1.485,-0.345,0.241,0.427,0.867,0.891,1.399,1.544,1.415,2.073,1.081,1.917,0.928,2.317,1.705,0.761,0.730,0.017,1.130,1.351,2.011,3.715,3.906,2.406,0.454,1.478,2.002,0.863,-1.195,3.059,3.169,2.998,1.918,3.117,2.376,2.749,4.349,3.613,3.056,2.172,2.877,2.691,3.168,2.479,2.582,2.858,3.789,3.889,3.369,3.779,3.952,3.669,3.054,4.589,4.812,4.857,4.622,4.337,4.014,3.133,3.344,3.663,3.248,3.923,3.913,4.274,4.264,4.139,4.052,4.090,4.665,4.586,5.048,5.199
-36.259,-0.181,2.211,0.891,2.238,-36.259,0.769,1.255,0.998,1.258,1.744,-0.143,-0.299,1.995,1.056,2.271,3.349,1.925,0.957,0.216,1.261,1.683,1.808,1.535,2.029,2.732,1.936,3.946,4.145,2.440,2.608,1.011,1.864,1.212,1.569,2.107,2.877,2.485,1.132,2.770,2.797,2.533,3.611,3.751,1.975,3.914,3.346,2.548,3.699,2.796,2.965,3.685,4.356,4.443,3.834,3.911,4.250,4.126,3.785,4.094,4.539,4.808,4.633,4.057,3.801,3.910,3.734,3.804,3.056,3.011,4.237,4.144,4.143,4.329,4.225,3.910,4.418,4.296,4.415,4.277
-36.259,-0.558,2.038,0.147,0.669,-36.259,1.803,1.545,1.659,0.188,2.066,0.823,0.342,-1.584,-1.976,2.518,2.913,3.009,2.848,2.150,2.384,0.739,1.856,1.641,2.163,1.907,1.920,4.021,4.092,2.460,0.372,0.955,1.506,1.802,1.927,2.011,2.584,2.110,0.857,2.790,2.427,3.039,3.334,3.149,3.184,2.907,2.739,2.364,3.661,2.924,1.233,1.764,3.506,3.893,2.750,2.472,3.760,3.761,3.373,3.933,4.741,4.188,4.403,3.946,3.949,3.863,3.949,3.359,3.246,3.081,3.688,4.646,4.582,4.011,3.650,3.687,4.298,3.788,4.441,4.977
-36.259,3.073,3.273,2.253,0.256,-36.259,2.994,1.973,2.270,2.440,3.719,2.893,2.914,1.191,0.546,2.726,1.801,1.819,2.031,1.511,2.422,1.815,3.036,1.610,2.669,2.481,3.208,4.772,4.588,2.780,2.670,1.824,2.058,1.614,1.139,1.617,2.289,2.378,2.635,3.492,2.479,1.638,4.169,3.655,2.111,2.518,2.792,2.619,2.841,2.044,2.293,2.835,3.867,3.821,3.690,3.031,3.565,3.647,3.723,3.134,2.980,3.398,4.275,3.388,2.959,3.974,3.968,4.169,3.238,1.807,3.417,4.437,4.748,4.580,3.447,4.319,4.816,4.570,4.580,4.964
-36.259,1.750,0.098,1.715,1.720,-36.259,-0.178,0.187,-0.151,1.554,0.968,2.300,1.402,0.875,2.272,1.734,1.019,1.698,2.540,1.158,0.894,1.919,0.638,0.553,0.117,1.779,2.188,4.269,4.406,2.908,1.618,1.537,2.360,1.953,0.665,2.436,3.354,3.345,1.028,2.077,1.854,2.270,3.601,4.278,2.739,3.491,2.424,2.308,3.216,2.531,3.350,3.381,3.562,3.878,3.924,3.351,4.836,4.085,3.814,3.411,4.052,4.217,4.644,4.613,4.752,4.150,3.601,3.049,3.486,3.595,4.292,4.341,4.014,4.531,4.314,4.273,5.419,4.244,5.003,4.341
-36.259,2.672,2.378,1.801,-0.341,-36.259,0.703,1.015,1.587,-2.251,-1.439,0.220,1.592,1.247,0.020,0.612,1.449,2.001,2.199,1.520,-0.228,1.107,2.048,2.406,2.750,3.046,3.114,4.547,4.658,3.564,2.922,2.604,3.102,2.785,1.073,3.108,3.205,2.691,1.857,3.024,2.337,2.965,4.483,4.114,2.698,2.847,2.573,2.723,3.798,2.530,3.452,3.536,3.875,3.966,3.142,2.737,3.872,3.718,3.390,3.818,3.699,4.162,3.837,3.496,3.353,2.920,3.898,3.761,3.041,3.295,3.615,3.949,4.252,4.037,3.841,3.857,4.922,4.118,4.021,4.986
